videoId,publishedAt,period,viewCount,likeCount,commentCount
ZYszDrACYrs,2023-02-09 11:03:11+00:00,Before Founding,501545,48461,2019
_x_-1Xtw9yE,2023-02-02 19:19:34+00:00,Before Founding,638773,34945,7067
5Uqxb8n0rdU,2023-01-28 15:01:05+00:00,Before Founding,1683366,81562,4623
wCAWzKpHIp8,2023-01-27 15:06:57+00:00,Before Founding,832594,73650,3486
fjveEpQc5hk,2023-01-25 19:00:22+00:00,Before Founding,158953,19327,529
miPYLeMaf7g,2023-01-20 15:02:58+00:00,Before Founding,467103,42023,1949
U0rBBMStw9Q,2023-01-19 19:20:05+00:00,Before Founding,1019251,79047,25064
ulQSF6d13GI,2022-12-22 16:40:05+00:00,Before Founding,888781,61035,12766
EcfCjO7KIyQ,2022-12-08 18:55:30+00:00,Before Founding,602748,39812,8425
EUHCLo7J9n4,2022-11-24 17:59:18+00:00,Before Founding,677649,32980,6843
D3oUe8usIkU,2022-11-10 19:32:51+00:00,Before Founding,624028,47291,11305
Lwflj8_vmgI,2022-11-03 19:24:20+00:00,Before Founding,913576,65868,11826
bQNsHivR9AU,2022-10-20 18:44:19+00:00,Before Founding,1861729,128593,21187
CbAfH65jGI4,2022-10-13 18:29:37+00:00,Before Founding,1214416,91873,17148
aC_xBjrmTl4,2022-09-29 18:16:55+00:00,Before Founding,840930,45090,8061
DY3vQJ36Xkw,2022-09-22 17:40:57+00:00,Before Founding,729229,75695,13327
U3JInRxTJek,2022-09-15 19:10:03+00:00,Before Founding,591259,57948,10363
jyltDCy3Kvo,2022-09-08 18:07:07+00:00,Before Founding,1091495,89011,15480
oRYkODSC-WU,2022-09-08 11:09:30+00:00,Before Founding,1554796,94313,12768
dodIQkDgtDA,2022-07-07 16:23:55+00:00,Before Founding,741801,62938,18159
7UJKIi_qYJ4,2022-06-30 17:46:34+00:00,Before Founding,548329,41184,5905
Yba9vO5wZEU,2022-06-09 18:21:20+00:00,Before Founding,371010,27145,4724
Bz-XL4YLGeA,2022-06-02 17:03:30+00:00,Before Founding,333657,31217,6493
5Ms0f7XnsTc,2022-05-19 18:12:43+00:00,Before Founding,831987,56322,10049
t4noGdNNXXw,2022-05-14 10:04:06+00:00,Before Founding,206818,15529,2401
avtmxgsVux8,2022-05-12 13:06:11+00:00,Before Founding,578251,41020,4388
58qxTjXnPPE,2022-05-05 16:47:35+00:00,Before Founding,830304,72700,18877
HEzT9HKj6D8,2022-04-07 16:54:45+00:00,Before Founding,857516,58606,18439
Cbnrgm8V4uo,2022-04-07 13:55:59+00:00,Before Founding,170369,17086,1772
hFMMeqC8fuY,2022-03-24 19:05:04+00:00,Before Founding,801718,58405,12036
SYLsSPSjTX8,2022-03-03 19:37:59+00:00,Before Founding,623784,45779,13085
cjday8GQ1oE,2022-02-28 16:45:07+00:00,Before Founding,232797,18309,4197
C9-oJhuYIOI,2022-02-25 13:43:15+00:00,Before Founding,755586,40146,10909
SLlsrkGwPCA,2022-02-17 18:04:57+00:00,Before Founding,529573,46532,6384
nB_ueqshBRo,2022-02-10 17:22:04+00:00,Before Founding,327903,22240,3162
WCwx94TOGPQ,2022-02-03 19:01:01+00:00,Before Founding,1982480,97705,19522
LbnRTQTJ7bQ,2022-01-27 18:46:52+00:00,Before Founding,987780,75071,10662
JaE6UMk1u6I,2022-01-23 11:27:00+00:00,Before Founding,266196,25302,2399
dOCB87649D0,2022-01-13 18:16:44+00:00,Before Founding,511331,41764,5180
l3DwwQ6ePIg,2022-01-12 08:19:27+00:00,Before Founding,216135,23369,2302
3zbciNWbCO8,2022-01-06 12:57:16+00:00,Before Founding,479085,18667,2014
Cg4JNKVJ7ik,2021-12-29 11:55:31+00:00,Before Founding,539602,46441,3206
I8MYqaGFTc8,2021-12-16 19:25:00+00:00,Before Founding,415642,26538,3930
ZdtBVODJqBU,2021-12-09 19:38:05+00:00,Before Founding,343304,33769,4944
CAC9F3_pjjE,2021-12-02 19:53:57+00:00,Before Founding,1961058,131862,15154
hvQKE0bGq5U,2021-11-25 18:34:57+00:00,Before Founding,688514,58271,5515
kyUaDbVjMr0,2021-11-19 06:39:03+00:00,Before Founding,1584452,107820,11839
lirz_z7JSuE,2021-10-28 19:48:49+00:00,Before Founding,234090,25297,4298
kpyHz_7Q5wE,2021-10-21 16:01:16+00:00,Before Founding,327442,18962,2677
zvcdzf5jjd4,2021-09-26 18:48:54+00:00,Before Founding,260576,7594,1408
4JwTr2xZjXI,2021-09-23 14:00:02+00:00,Before Founding,272337,16893,2303
Q7bEhtzMqZQ,2021-09-16 17:52:18+00:00,Before Founding,425695,27704,4660
wDXe-3FYhmA,2021-09-09 13:30:28+00:00,Before Founding,240525,12210,2400
xw3qY4kS4HQ,2021-09-02 14:08:32+00:00,Before Founding,528800,40883,6135
juQMBphcboo,2021-08-26 14:08:56+00:00,Before Founding,1104963,52647,7420
0b-VGNDnN9I,2021-06-30 14:00:01+00:00,Before Founding,40490,3226,753
rPpYwaNRAFI,2021-06-27 10:00:19+00:00,Before Founding,70324,4271,581
z9JF07KLECA,2021-06-24 18:11:29+00:00,Before Founding,193700,10613,2587
QsE3xEwsTtI,2021-06-17 15:36:39+00:00,Before Founding,98314,10315,1594
KYrGVcvpz3A,2021-06-10 14:31:03+00:00,Before Founding,155618,12257,2344
bJBEI9Hg6_Y,2021-06-09 17:12:19+00:00,Before Founding,51664,2707,336
eJSnp0z16MY,2021-06-07 09:44:51+00:00,Before Founding,180424,7867,1720
DQNg15cw-x4,2021-06-03 15:06:57+00:00,Before Founding,165959,15182,2347
m-2ya_y1JJg,2021-05-27 14:00:15+00:00,Before Founding,134806,8494,1245
iwt0EsCe5CM,2021-05-20 17:14:51+00:00,Before Founding,155453,4838,1374
rIlUci-PJVA,2021-05-06 15:31:14+00:00,Before Founding,832863,47396,7905
wqrXAYUtmbc,2021-04-29 17:30:37+00:00,Before Founding,482851,45804,6335
0xq5B7Gn2Mk,2021-04-22 11:22:52+00:00,Before Founding,388467,30493,5769
q9XeZOvFUTQ,2021-04-01 15:00:33+00:00,Before Founding,194851,12522,1913
I5Qd6xiU55k,2021-03-25 15:30:01+00:00,Before Founding,271867,20446,4135
yVsj7e0FcgI,2021-03-18 20:32:00+00:00,Before Founding,741930,42823,5940
ZDtCMKdZ_gU,2021-03-11 16:07:43+00:00,Before Founding,490893,33935,5376
PMg-s5dsrrs,2021-03-04 16:27:52+00:00,Before Founding,301379,21571,3867
epVDA5oJm-4,2021-02-25 20:33:55+00:00,Before Founding,297322,18660,3462
UDGl7rCLrVI,2021-02-18 15:45:03+00:00,Before Founding,518093,36887,5518
_JW1NmPCOWI,2021-02-14 08:00:07+00:00,Before Founding,88293,5837,885
Vqv_DLeF3Uw,2021-02-10 08:00:07+00:00,Before Founding,139816,8385,974
wbUTuwNmxdM,2021-02-08 10:00:16+00:00,Before Founding,340078,22879,3172
T2bivIDGCMI,2021-02-04 16:28:10+00:00,Before Founding,792659,54547,9395
SX2C60SiB20,2021-01-30 12:07:35+00:00,Before Founding,30962,2210,485
KUg0UGFjKFU,2021-01-28 16:29:59+00:00,Before Founding,341433,24564,3772
ZFlyZV1jK2Q,2021-01-14 17:31:37+00:00,Before Founding,472125,37871,6799
MiymfIpeupY,2021-01-13 14:28:06+00:00,Before Founding,135183,5766,625
2hWf8bG2yj0,2021-01-07 16:00:02+00:00,Before Founding,400254,26558,4646
wEIvCcPKj20,2020-12-14 13:12:42+00:00,Before Founding,74518,1762,255
OskHcSVvIY4,2020-12-10 16:00:06+00:00,Before Founding,599733,33585,5717
RDnbyvvRRDA,2020-12-08 12:00:14+00:00,Before Founding,241767,13802,1715
y1oJ1TaLfww,2020-12-05 10:00:15+00:00,Before Founding,158908,9564,1268
RhKSSpCXvnQ,2020-12-03 16:50:59+00:00,Before Founding,265222,19061,3167
SLNoXja7jX4,2020-11-26 15:01:26+00:00,Before Founding,92096,3765,539
0mU5_aIBc-8,2020-11-12 16:05:27+00:00,Before Founding,841915,49003,8546
biY2vY7wPto,2020-11-05 09:58:12+00:00,Before Founding,166183,6991,1224
027G5JGJovo,2020-10-29 19:22:02+00:00,Before Founding,306612,18925,3106
zZnCpotRxkQ,2020-10-22 15:12:46+00:00,Before Founding,482993,19367,2712
1zgEuAkJm6c,2020-10-09 12:19:18+00:00,Before Founding,34594,3001,364
tbzWfrUP5JI,2020-09-25 10:51:25+00:00,Before Founding,247338,14491,2139
IkDGL1kFYwU,2020-09-18 11:37:09+00:00,Before Founding,360419,23830,3436
xyLibyPE0ww,2020-09-10 16:21:55+00:00,Before Founding,372962,18148,3224
S-rtuWjSTAk,2020-09-03 09:14:35+00:00,Before Founding,38993,1471,569
L60hLi8KZbk,2020-07-02 20:43:06+00:00,Before Founding,495541,17223,4565
8KZiHF2Ifjs,2020-06-29 11:47:47+00:00,Before Founding,164359,13240,1872
0TSy5OMN5M8,2020-06-25 19:45:07+00:00,Before Founding,118411,7726,1620
R3T9YKho2Yk,2020-06-18 22:13:38+00:00,Before Founding,156280,9654,1982
lU_-eCvbkTk,2020-06-04 19:48:35+00:00,Before Founding,170164,8081,1156
t7_sLtCKULE,2020-05-28 16:06:45+00:00,Before Founding,272148,13613,2008
bPXSAUkPsgI,2020-05-21 14:56:15+00:00,Before Founding,41966,1403,279
aLJe9NWt7EE,2020-05-19 18:13:49+00:00,Before Founding,26497,808,153
jRE0qb4bG1o,2020-05-14 17:19:38+00:00,Before Founding,339298,14158,1937
uwsV7vKyF3E,2020-05-07 20:41:11+00:00,Before Founding,874856,37601,3944
GiU85X3T6Po,2020-04-30 17:47:09+00:00,Before Founding,107194,5040,1026
_T9wZFLt6pI,2020-04-23 16:05:28+00:00,Before Founding,17270,538,125
plSg9TxvUwo,2020-04-16 22:29:56+00:00,Before Founding,81222,2603,996
afNmsL0d0c8,2020-04-02 19:23:46+00:00,Before Founding,86243,3514,682
yKvCzwhTu-w,2020-03-26 19:22:11+00:00,Before Founding,144950,5187,932
XQm5DVHSaU0,2020-03-19 19:29:26+00:00,Before Founding,49352,3253,631
HlGUrEOE9po,2020-03-13 18:20:18+00:00,Before Founding,103094,4610,754
q3W0zBY_lqU,2020-03-05 21:06:22+00:00,Before Founding,93354,6486,993
_Ocq6Ka_1Lc,2020-03-01 10:00:10+00:00,Before Founding,9579,886,176
dUoskQc0Pto,2020-02-27 22:42:20+00:00,Before Founding,112347,5554,694
iyLVwAmvRx8,2020-02-20 16:02:21+00:00,Before Founding,39582,1414,207
G6_9tJfaklw,2020-02-13 18:49:35+00:00,Before Founding,33533,3062,516
8CaMZYSPwwA,2020-02-08 10:48:23+00:00,Before Founding,11220,543,84
2CB_jzEGWOM,2020-02-06 20:34:49+00:00,Before Founding,49152,3474,946
spJCcYnEiJc,2020-01-30 19:11:16+00:00,Before Founding,86885,8861,1591
MrsMs5fM1Rg,2020-01-15 14:42:09+00:00,Before Founding,269529,9837,987
0tI1iR8bWXM,2019-09-26 08:29:40+00:00,Before Founding,19159,1262,129
P_tW9MVl50g,2019-09-25 07:45:14+00:00,Before Founding,1682,89,0
iXQpNxjU1lw,2019-09-23 14:10:02+00:00,Before Founding,4485,235,8
HdXIrXQwgw0,2019-09-23 14:09:57+00:00,Before Founding,17153,1036,127
9wque3La5ZQ,2019-09-23 14:09:53+00:00,Before Founding,7559,389,26
y0_oQ-Mg-VI,2019-09-23 14:09:49+00:00,Before Founding,1544,98,4
SogcnVxRj4M,2019-09-23 14:09:44+00:00,Before Founding,104201,3972,423
K5J3e_L3ZZQ,2019-09-23 14:09:40+00:00,Before Founding,931,47,0
ZxAmrKudGRU,2019-09-23 14:09:37+00:00,Before Founding,1061,55,2
PN742VYeofg,2019-09-23 14:09:34+00:00,Before Founding,1158,58,0
c9NGTX8JxXc,2019-09-23 14:09:31+00:00,Before Founding,1551,93,6
8WnDcK8Y_2o,2019-09-23 13:43:31+00:00,Before Founding,2479,121,7
DsB2_jG6cl0,2019-09-23 13:31:35+00:00,Before Founding,1610,88,4
QEBxD-XsWiM,2019-09-23 13:00:07+00:00,Before Founding,1510,88,5
SeUMY6t3NUo,2019-09-23 12:59:25+00:00,Before Founding,5233,218,9
gDLyedyRGu4,2019-09-23 12:58:36+00:00,Before Founding,2155,92,2
b52Irouu_xE,2019-09-04 12:50:57+00:00,Before Founding,2322,101,11
a0nCOCPNlxk,2019-09-04 11:39:53+00:00,Before Founding,1626,85,2
2M8xqY1LITg,2019-09-04 11:37:55+00:00,Before Founding,1412,64,2
RGhgywjoY7Q,2019-09-04 11:25:08+00:00,Before Founding,1188,93,3
GVUVHfp9apo,2019-09-04 10:28:42+00:00,Before Founding,3532,213,10
7kpqXdn3puQ,2019-09-04 10:14:40+00:00,Before Founding,10698,696,71
sD288bB83RI,2019-06-07 17:05:18+00:00,Before Founding,4344,246,11
0m_ZjGLB5lk,2019-06-03 14:05:14+00:00,Before Founding,20550,864,61
