,videoId,author,publishedAt,likeCount,text,period
0,WCwx94TOGPQ,@andreasmann1111,2022-02-03T19:47:21Z,5571,Liebe Sahra schön dich gesund zu sehen. Im Gegensatz zu 98% unserer Politiker verfügen sie über einen normalen Menschenverstand. Bleiben Sie uns erhalten.,Before Founding
1,WCwx94TOGPQ,@marcelbollier1863,2022-02-03T19:38:12Z,1765,"Es tut gut und ist äusserst wichtig sich anzuhören was intelligente vernünftige Menschen zu sagen haben, vielen Dank!",Before Founding
2,WCwx94TOGPQ,@annemachowinski3292,2022-02-03T19:47:41Z,1594,"Toller Beitrag. Sehr aufschlussreich. Danke, Frau Wagenknecht.",Before Founding
3,WCwx94TOGPQ,@mariuszgruchlik4367,2023-09-28T18:20:14Z,46,"Wir sind alle doch Menschen. Wir sollten uns nicht fertig machen, sondern miteinander entwickeln! Finde ich von Herzen und Verstand!",Before Founding
4,WCwx94TOGPQ,@Wollenschrank,2022-02-03T19:43:24Z,723,"Vielen Dank für die sachlichen Darstellungen, Frau Wagenknecht.",Before Founding
5,WCwx94TOGPQ,@hansbreit7130,2022-02-03T20:23:19Z,762,"Die Ampelregierung sollte verpflichtet werden, diesen sehr guten Beitrag von Ihnen zur Kenntnis zu nehmen!
Vielen Dank,Frau Wagenknecht!",Before Founding
6,WCwx94TOGPQ,@MarieMarch-kn7rw,2022-02-04T11:32:11Z,524,"Dieser Beitrag von Ihnen, liebe Sahra, ist ausserordentlich wichtig und vielleicht sogar der beste und wichtigste bisher in diesen Zeiten. Vielen Dank dafür!",Before Founding
7,WCwx94TOGPQ,@yulia9416,2022-04-10T03:19:30Z,86,"Сара, какая вы умница. Сегодня всё сложнее услышать голос разума.
Спасибо Вам за здравую и объективную позицию.",Before Founding
8,WCwx94TOGPQ,@svetlanajanzen1585,2022-02-04T06:33:22Z,556,"Es gibt noch Menschen die klaren Verstand haben !!! Danke für ihre Engagement, Fr.Wagenknecht !!",Before Founding
9,WCwx94TOGPQ,@birgitb.5278,2022-02-03T19:16:34Z,1098,"Danke für diesen klaren intelligenten Beitrag, Sie sind eine der wenigen die klar und vernünftig denken können! 👍",Before Founding
10,WCwx94TOGPQ,@christelpflugmacher8933,2022-02-04T08:52:52Z,1427,Mit einer Frau wie Ihnen als Außenministerin würden wir wohl sicherer leben. Ich ziehe den Hut👍,Before Founding
11,WCwx94TOGPQ,@wk__9603,2023-01-26T11:47:20Z,85,"🤔August Bebel hat mal gesagt: ""Nur wer die Vergangenheit kennt, kann die Gegenwart verstehen und die Zukunft gestalten.""",Before Founding
12,WCwx94TOGPQ,@ernstgunterglenz6876,2022-02-03T19:33:25Z,405,Danke liebe Sahra Wagenknecht für Ihren klaren übersichtlichen Bericht...!,Before Founding
13,WCwx94TOGPQ,@tati.s6808,2022-02-03T19:16:35Z,687,"Danke Frau Wagenknecht, für diesen guten und aufschlussreichen Beitrag!",Before Founding
14,WCwx94TOGPQ,@reinhardjung8828,2022-02-03T19:42:34Z,1351,"Klare Ansage, vielen Dank, Sahra Wagenknecht, für einen vernünftigen Ausgleich mit Russland statt Kriegstreiberei",Before Founding
15,WCwx94TOGPQ,@ss-qk2xl,2022-03-25T23:31:06Z,69,"Как мне кажется это единственный разумный политик в Германии а возможно и в Европе,молодец красотка!!!",Before Founding
16,WCwx94TOGPQ,@protectorofthegrassland4790,2022-02-03T20:59:21Z,343,"Ich gratuliere für diese treffsichere Analyse, Frau Wagenknecht und hoffe, daß sich das intellektuelle Fassungsvermögen Ihrer Kollegen im Bundestag besser heute als morgen auf ein Niveau kommt, ihren Ausführungen folgen zu können.",Before Founding
17,WCwx94TOGPQ,@karstensiegmarsson5304,2022-02-03T19:17:24Z,185,"Danke. Ich merke ich sehe es nicht allein so. Die alte chinesische Weisheit gilt immer noch: Es ist niemals entscheidend WAS passiert, immer nur WARUM.",Before Founding
18,WCwx94TOGPQ,@kerstinkerstin203,2022-02-03T19:39:55Z,169,"Ich sehe das genauso wie Sie, Frau Wagenknecht! Echt, sehr gutrer Beitrag!! DANKE dafür! Habe ich mehr mals geteilt!",Before Founding
19,WCwx94TOGPQ,@thombruel7501,2024-08-19T21:11:40Z,14,"Liebe Sahra, es wäre Zeit sich für diesen  Unsinn zu entschuldigen 
Irrtümer müssen eingestanden werden, Geschichte kann auch mit Halbwahrheiten nicht verbogen werden.
Und ja, es gibt viele Länder die um den Schutz der NATO suchen.",Before Founding
20,CAC9F3_pjjE,@HCWoodDesign,2021-12-02T20:01:26Z,180,Sie sind eine Großartige Politikerin. Gründen Sie doch bitte eine eigene Partei.,Before Founding
21,CAC9F3_pjjE,@beakalin3923,2021-12-02T22:08:19Z,570,"Liebe Sahra Wagenknecht, tiefsten Dank für Ihren Mut und Ihr Engagement.  Sie haben alles gesagt, was längst mehr als nur offensichtlich ist.",Before Founding
22,CAC9F3_pjjE,@wayraarts,2021-12-03T17:36:51Z,327,"Mutig, scharfsinnig & durchdacht: Ich bedanke mich von Herzen Frau Wagenknecht für Ihre Arbeit. Sie geben mir Kraft und Hoffnung in dieser düsteren Zeit. Weiter so!",Before Founding
23,CAC9F3_pjjE,@ralfheck6698,2021-12-14T22:46:16Z,522,"Danke, Fr. Wagenknecht! Sind Sie die einzige Spitzenpolitikerin, die sich als selbstdenkender Mensch traut, so nach außen zu gehen? Meinen Dank und Respekt.",Before Founding
24,CAC9F3_pjjE,@elden5052,2021-12-02T20:09:41Z,433,"Frau Wagenknecht,  gibt es nicht andere Politiker, die auch ihre Haltung haben? Wir brauchen mehr Leute wie Sie!!! Mehr Mutige braucht das Land!",Before Founding
25,CAC9F3_pjjE,@Johnlara004,2021-12-02T20:42:46Z,365,Wenigstens eine ehrliche Politikerin. Holen Sie sich bitte personen Schutz. Die Wahrheit auszusprechen ist sehr gefährlich geworden..😔,Before Founding
26,CAC9F3_pjjE,@menschsein.,2021-12-02T20:33:35Z,2631,Ihre Berichterstattung ist so wunderbar reflektiert. Sie sind eine Bereicherung in dieser Zeit. Wirklich sehr wertvolle Arbeit. Von Herzen Danke dafür.,Before Founding
27,CAC9F3_pjjE,@light_of_existence,2022-01-14T13:22:52Z,87,"Sie sprechen aus, was ich denke. Nur eloquenter, eleganter, herzhafter, pointierter und natürlich mit unendlich viel mehr politischem Hintergrundwissen. Danke vielmals",Before Founding
28,CAC9F3_pjjE,@martinabraun3641,2021-12-02T20:04:29Z,234,"Danke liebe Sahra, schade nur das ihre Stimme nicht gehört werden soll ,sie sind einfach zu intelligent für die restlichen Politiker",Before Founding
29,CAC9F3_pjjE,@Frei_Raum,2021-12-02T21:11:58Z,122,"Mein Gott, Frau Wagenknecht, ich kann Ihnen gar nicht sagen, WIE dankbar ich bin für Sie als Stimme der Vernunft. 
Ich wünschte, Ihre Stimme hätte in der Öffentlichkeit mehr Gewicht.",Before Founding
30,CAC9F3_pjjE,@annalisson362,2022-01-01T01:30:08Z,128,"Liebe Frau Wagenknecht, danke für Ihre gut recherchierte Aufklärungsarbeit. Bitte bleiben Sie weiterhin in der Politik, Sie geben uns Hoffnung!",Before Founding
31,CAC9F3_pjjE,@spatzi7618,2021-12-02T22:52:14Z,379,"Meine Kanzlerin im Herzen. Alles so schön und ruhig erklärt, wunderbar. Es sollte mehr Menschen in der Politik geben, die noch gesunden Menschenverstand haben. Ich hoffe, dass noch ganz viele Leute dieses Video schauen, und auch den Inhalt verstehen.",Before Founding
32,CAC9F3_pjjE,@noellsara4009,2021-12-02T19:55:29Z,2322,"Meine Superheldin!!!
Danke, Danke, Danke für ihr Engagement, Sie stärken damit viele Menschen!",Before Founding
33,CAC9F3_pjjE,@ralflorenzschmitt6337,2021-12-02T20:09:52Z,512,Danke für die klare und ausführliche Schilderung der derzeitigen Corona-Politik.,Before Founding
34,CAC9F3_pjjE,@icbeats1969,2021-12-14T22:15:37Z,25,"Multiperspektivität ist das, was wir brauchen! Diesem Video gebührt alle Aufmerksamkeit",Before Founding
35,CAC9F3_pjjE,@garogaritphila8223,2021-12-02T20:04:59Z,3730,"Frau Wagenknecht, Sie sind eine von den wenigen Lichtblicke in diese düstere Zeit. Kämpfen Sie weiter.",Before Founding
36,CAC9F3_pjjE,@martinreuter1060,2021-12-03T10:53:57Z,302,Und wieder einmal merkt man: Verstand ist durch nichts zu ersetzen. Weiter so!,Before Founding
37,CAC9F3_pjjE,@elkelorenzen3292,2021-12-03T08:41:51Z,400,"Ich bin so froh, dass eine Politikerin weiterhin mit starken Argumenten bei ihrer Meinung bleibt. Danke Frau Wagenknecht - Sie lassen mich durchhalten!",Before Founding
38,CAC9F3_pjjE,@elly5106,2021-12-19T23:03:59Z,39,"Wenn ich sie sprechen höre, geht die Sonne auf
Sie sind so ehrlich,informativ und kommen kurz und knapp auf denn Punkt.
Ich wünschte es würden noch mehr politiker/innen wie sie geben.
Gott segne sie & ihre Familie Frau wagenknecht.",Before Founding
39,CAC9F3_pjjE,@micknightms,2021-12-02T20:12:45Z,623,Sie haben meinen vollsten Respekt...,Before Founding
40,bQNsHivR9AU,@sternmeer5346,2022-10-20T19:04:43Z,5816,"Absolut jedes Wort, das Sie zur Beschreibung der Grünen verwenden, ist zu 100 % geeignet, eine solche Sekte zu beschreiben, denn ich persönlich kann sie nicht mehr als politische Partei bezeichnen!. Herzlichen Dank, Frau Wagenknecht, für Ihr großes Engagement.",Before Founding
41,bQNsHivR9AU,@annesanches6043,2022-10-20T19:08:12Z,480,"Danke für Ihre Worte, bitte bleiben Sie weiterhin so stark und souverän im Umgang mit ihren zahlreichen Kritikern.",Before Founding
42,bQNsHivR9AU,@nevertheless1501,2022-10-20T19:01:47Z,510,"Liebe Sahra, ich hätte es nicht besser sagen können. Vielen Dank für die erneut wahren Worte, die hoffentlich auf immer mehr offene Ohren stoßen und die Menschen zum Nachdenken und Sinneswandel bringen.",Before Founding
43,bQNsHivR9AU,@daggendede2,2022-12-12T16:15:13Z,219,"Sie sind so sachlich, realistisch, ehrlich und klar in Ihren Worten Wirklich phantastisch!
Und es tut mir fast schon weh, dass selbst Sie Ihre Fassungslosigkeit über die Entwicklung in Deutschland kaum noch verbergen können.
Wir stehen voll hinter Ihnen und warten nur auf den Zeitpunkt, dass Sie Ihre eigene Partei gründen werden.",Before Founding
44,bQNsHivR9AU,@jochenkrebs9685,2022-10-20T19:19:36Z,7917,Schade dass Politiker nicht persönlich für das haften müssen was sie anrichten.,Before Founding
45,bQNsHivR9AU,@mark.m4954,2022-10-20T18:55:17Z,2531,",,Wer die Grünen wählt, der wird sich später einmal bitterste Vorwürfe machen.""
- Helmut Schmidt",Before Founding
46,bQNsHivR9AU,@ChristelRademacher,2024-04-14T18:28:28Z,3,Sie haben meine Hochachtung. Dankbar für die Ehrlichkeit in ihren Berichten .,Before Founding
47,bQNsHivR9AU,@yamatosakura6319,2022-10-20T20:33:52Z,739,"Ich wünsche mir, Sie wären Kanzlerin. Ich freue mich jeden Donnerstag über Ihre Sendung, in der man endlich die intelligente Analyse und die sinnvollen Informationen bekommen kann. Vielen Dank für die tolle Sendung!",Before Founding
48,bQNsHivR9AU,@leonidwerner5753,2022-10-20T19:04:57Z,528,Solange es Menschen wie Sie gibt besteht Hoffnung. Danke für diese wichtigen Argumente. Ich kann nicht verstehen wie verrückt man sein muss um unser aller Existenz und die der schönen Erde leichtfertig aufs Spiel zu setzen,Before Founding
49,bQNsHivR9AU,@hansschlotter1066,2022-10-20T19:44:53Z,727,Liebe Sarah danke für diesen offenen und ehrlichen Beitrag der uns normalen Menschen aus der Seele spricht!,Before Founding
50,bQNsHivR9AU,@1Borke,2022-10-20T19:34:44Z,211,Moin Sie sprechen mir aus der Seele!!! Danke ❤️ für Ihren klaren Verstand und Standhaftigkeit!!! Danke ❤️,Before Founding
51,bQNsHivR9AU,@1MW68,2022-12-11T09:26:41Z,117,"Ich hatte die Hoffnung fast aufgegeben!
In der Politik scheint niemand mehr über die Realität im Volk einen Gedanken zu verschwenden. Da feiert man fehlentscheidungen und hält an ihnen fest , in  absoluter Lern- und Beratungsresistenz. .
Danke für den Mut zu sagen was wirklich wichtig ist !
Ich wünsche Ihnen die Kraft weiter gegen Dummheit und Ignoranz zu kämpfen!",Before Founding
52,bQNsHivR9AU,@inesfrenzel4420,2022-10-20T19:31:34Z,992,"Liebe Frau Wagenknecht, ich bin begeistert, immer wieder,punktgenau, sie sprechen mir aus tiefstem Herzen.  Ich verstehe nicht,es gibt so kluge Menschen in unserem Land, wie können dann diese schlimmen Dinge passieren.  Ich liebe unser Land und habe Sorge,dass jetzt alles mit sehenden Augen zerstört wird. 
Es braucht Menschen wie Sie,die den Mut besitzen, die Wahrheit zu sagen, ich wünschte, es gebe mehr. Ich danke Ihnen und bitte Sie,machen Sie unbedingt weiter, alles Gute für Sie",Before Founding
53,bQNsHivR9AU,@lianemarquardt6615,2022-10-20T18:58:40Z,713,Ihre Worte sind Balsam für meinen Verstand und für meine Seele! DANKE SAHRA ❤❤ Sie sind unverzichtbar!!!!,Before Founding
54,bQNsHivR9AU,@philippbayer797,2022-10-20T19:10:14Z,416,"Vielen Dank für Ihre großartige und objektive Arbeit. Ich kann nur hoffen, dass man Ihre Stimme in der Öffentlichkeit mehr wahrnimmt und wir mit Argumenten und diesen wichtigen Informationen mehr Menschen zu einem Umdenken bewegen können.",Before Founding
55,bQNsHivR9AU,@Metalsoul691,2022-12-06T09:00:43Z,87,"Was auch sehr positiv bei ihnen ist, ist das sie einfache und klare Worte benutzen und kein Beamtendeutsch. Weiter so👍",Before Founding
56,bQNsHivR9AU,@pp1809c,2022-10-20T19:00:04Z,1489,"Manchmal denke ich, daß gesunder Menschenverstand in der Politik nicht mehr erwünscht ist... Vielen Dank Frau Wagenknecht.",Before Founding
57,bQNsHivR9AU,@youssefismail732,2022-10-20T18:51:16Z,3443,"Bitte Frau Wagenknecht gründen sie endlich ihre eigene Partei! 🥺 Ich würde Sie soooo gerne wählen, Sie sind einfach die beste ❤",Before Founding
58,bQNsHivR9AU,@DlmlZ,2022-10-20T19:18:40Z,2118,"Liebe Frau Wagenknecht, es ist eine Wohltat Ihnen zu lauschen. Es tut richtig gut, in den Zeiten von totaler Ignoranz, Intolleranz, Dummheit und Unterwürfigkeit gegenüber der korrupten Elite Ihren intelligenten Ausführungen zuzuhören. Für mich sind Sie einfach die Beste! Bitte bleiben Sie gesund und uns noch viele Jahre erhalten! Liebe Grüße DimiZ",Before Founding
59,bQNsHivR9AU,@hermann-heinrichstein6484,2022-12-20T00:51:26Z,61,Vielen Dank für Ihre wahren Worte.,Before Founding
60,5BZKoICJbZY,@amethyst9586,2023-03-19T20:56:42Z,63,"👍💐 RESPEKT Frau Wagenknecht
Diese Impwahn ist von Anfang an nicht Glaubwürdig gewesen!",Before Founding
61,5BZKoICJbZY,@jensfrisch8659,2023-03-18T17:11:22Z,65,"""Ein Experte ist ein Mann, der 99 Liebespositionen kennt aber kein einziges Mädchen.""
Diese Aussage von Dieter Hallervorden scheint für Lauterbach erfunden worden zu sein!",Before Founding
62,5BZKoICJbZY,@Harthouse.,2023-04-07T11:02:10Z,237,Habt ihr Jens Spahn schon vergessen????,Before Founding
63,5BZKoICJbZY,@heikegommel3306,2023-06-08T07:45:10Z,9,FÜR VIELE ZU SPÄT........😢,Before Founding
64,5BZKoICJbZY,@bodoschlegel5317,2023-03-18T18:53:17Z,29,Kann man diesen Typ nicht weg sperren.....Es muss doch irgendwo  ein Platz in einer Irrenanstalt frei sein.,Before Founding
65,5BZKoICJbZY,@paularzt8537,2023-03-18T18:25:01Z,754,"Ich erinnere mich sehr gut an die Beleidigungen unter der Gürtellinie, fast schon Demütigungen,  obwohl ich Arzt mit 40 Arbeitsjahren bin. Mit diesem Staat bin ich fertig.",Before Founding
66,5BZKoICJbZY,@rosastern2230,2023-11-21T12:44:52Z,73,Ob wir uns daran erinnern? Wie werden es niemals vergessen ❗,Before Founding
67,5BZKoICJbZY,@nilsonsali2045,2023-03-18T13:54:17Z,1253,Es ist eine Schande dass er noch im Amt ist,Before Founding
68,5BZKoICJbZY,@christof2620,2023-03-18T16:12:18Z,68,"Nerven aus Titan und Argumente so scharf, dass der Opponent erst merkt, dass er seinen Kopf verloren hat, wenn er vom Boden seinen Leib noch stehen sieht. Sie sind mein absolutes Vorbild in der Rhetorik und im Debattieren.",Before Founding
69,5BZKoICJbZY,@mikemagdeburg3876,2023-10-05T08:26:56Z,131,Wieso müssen sich solche Menschen nicht verantworten?,Before Founding
70,5BZKoICJbZY,@coka714,2023-03-18T18:51:19Z,64,"Sehr richtig. Eine eigene Meinung bilden, das gilt für sämtliche Lebenslagen. Ob das nun Gesundheit, irgendwelche Kriege, Umweltaspekte oder sonstige Dinge sind.",Before Founding
71,5BZKoICJbZY,@sorayaschneider5718,2023-03-18T17:12:59Z,291,Wer übernimmt Verantwortung? -Er gehört WEG !,Before Founding
72,5BZKoICJbZY,@autobahnsage5187,2023-03-18T13:41:41Z,53,Ich wundere mich dass man den Spahn oder Söder plötzlich vergessen hat,Before Founding
73,5BZKoICJbZY,@franzganz7677,2023-03-18T16:47:02Z,18,gründen  Sie schnell  eine neue Partei das wäre der Hammer,Before Founding
74,5BZKoICJbZY,@SiegfriedSeidenberg,2023-12-02T23:12:56Z,85,Ich habe mich auf jeden Fall nicht von dennen erpressen lassen. Ich habe das einfach durchgezogen und mich niemals impfen lassen. Heute bin ich echt froh das ich so standhaft geblieben bin.,Before Founding
75,5BZKoICJbZY,@vedu250,2023-03-19T16:00:19Z,116,"Mein Bauchgefühl hat mich vor diesem Mann gewarnt, wie recht es hatte❤ 
Frau Wagenknecht meine Stimme haben Sie!",Before Founding
76,5BZKoICJbZY,@vanessa-eden,2023-03-20T10:50:40Z,102,"Auch Sie standen extrem im Kreuzfeuer der Kritik und sind standhaft geblieben. Es erschüttert noch immer zutiefst, was passierte. Danke für Ihr mutiges Wirken in dieser Zeit der Unterdrückung, Denunziation und Überheblichkeit. ❤",Before Founding
77,5BZKoICJbZY,@raphaelwiesner5458,2023-03-19T10:20:53Z,373,Das ist so eine klasse Frau mit einem eisernen Verstand. Die ist eine gute Hoffnung fürs Volk.,Before Founding
78,5BZKoICJbZY,@weischner80,2023-06-14T05:56:06Z,167,Ich erinnere mich an eins: jeder aber wirklich jeder Politiker der NICHT! Regiert sagt uns IMMER!  Genau das was wir hören wollen bis der/die/das Politiker an der Macht sind!,Before Founding
79,5BZKoICJbZY,@andipianka5819,2023-03-18T14:02:10Z,82,"unfassbar, dass er minister werden konnte, und doppelt unfassbar, dass er es immer noch ist.",Before Founding
80,5Uqxb8n0rdU,@AgitatorderMarktwirtschaft,2023-01-28T15:04:40Z,1624,Wir leben echt in einer South Park Folge.,Before Founding
81,5Uqxb8n0rdU,@anneroseschulze6493,2023-01-28T15:46:29Z,229,In Deutschland muss  alles neu definiert werden. Wir sind einfach unglaublich. Ob die  Archäologen das verstehen werden. Frau Wagenknecht  ist wieder einmal auf das Höhe der Zeit.,Before Founding
82,5Uqxb8n0rdU,@_Yoko_84,2023-01-28T19:23:32Z,4070,Deutschland ist an Lächerlichkeit nicht mehr zu überbieten.,Before Founding
83,5Uqxb8n0rdU,@dirkschlebusch-sp3hm,2023-03-12T10:02:49Z,113,"Frau Wagenknecht , sie sind leider in der falschen Partei .",Before Founding
84,5Uqxb8n0rdU,@protoleranz7603,2023-02-10T23:05:21Z,407,"Auch nicht mehr ""Toter"" sagen, sondern ""Mensch mit derzeit unterbrochenen Lebensfunktionen"".",Before Founding
85,5Uqxb8n0rdU,@Theabsolution86,2023-01-28T15:57:24Z,68,Ich komm mit vor als sei das alles ein schlechter Traum in letzter Zeit. Kann mich bitte jemand wecken? Das ist doch nicht rational!,Before Founding
86,5Uqxb8n0rdU,@elkegolz6897,2023-01-28T22:27:48Z,207,"Die Welt ist ein Irrenhaus.... aber in Deutschland ist die Zentrale.... Daaaanke Frau Wagenknecht für ihre ehrlichen Worte und ganz toll gerade, ihren Humor :)",Before Founding
87,5Uqxb8n0rdU,@FranklinMandic,2023-09-07T13:48:35Z,17,Beste Frau 🚺 🎉 Sie müssen Kanzlerin werden.  Ich feier sie so stark. Beste Frau Deutschlands ❤,Before Founding
88,5Uqxb8n0rdU,@simonekrause9368,2023-01-28T15:49:40Z,310,Sie hat vollkommen Recht 👍👍👍,Before Founding
89,5Uqxb8n0rdU,@MG-ce5wr,2023-01-28T15:05:40Z,142,Doppelmoral und Scheinheiligkeit,Before Founding
90,5Uqxb8n0rdU,@BoloYeung1970,2023-01-28T16:01:48Z,201,Wahnsinn was aus Deutschland geworden ist.,Before Founding
91,5Uqxb8n0rdU,@ford4809,2023-03-14T14:47:57Z,123,"Deutschland geht den Bach runter, Katastrophe.",Before Founding
92,5Uqxb8n0rdU,@MrInfrarot,2023-01-28T15:04:49Z,252,"Bitte hören Sie niemals damit auf, Heuchelei oder Doppelmoral anzuprangern und dagegen anzukämpfen.",Before Founding
93,5Uqxb8n0rdU,@farawla7275,2023-01-28T15:10:16Z,517,Für mich bleibt das eine Mumie.... Punkt.,Before Founding
94,5Uqxb8n0rdU,@Lilly-mo5re,2023-01-28T18:30:51Z,449,"Frau Wagenknecht ist nicht nur hoch intelligent, sondern auch sehr humorvoll 😂",Before Founding
95,5Uqxb8n0rdU,@yogamitelischeba,2023-09-13T06:37:32Z,2,"Besser wäre es, sich um die Lebenden richtig zu kümmern. 😌",Before Founding
96,5Uqxb8n0rdU,@deliaheinrich2446,2023-01-28T15:22:03Z,106,Es wird immer irrer!,Before Founding
97,5Uqxb8n0rdU,@thomasvojinovic6255,2023-02-01T08:38:57Z,41,Bravo ich liebe ihre ehrliche  Art  weiter so ich hoffe sie werden gewählt und ändern was zum guten es wird Zeit das eine mutige Person in die Politik gelangt also in die führungsebene die etwas  zum  gutten verändern kann. Gott schütze sie ich hoffe sie bleiben so ehrlich und lassen sich vom Geld nicht blenden und lassen Sie sich nicht täuschen es braucht Leute wie sie das die Welt wieder ein Stück besser wird.sie sind  eine sehr intelligente Frau Respekt an sie,Before Founding
98,5Uqxb8n0rdU,@dirkselck4268,2023-03-05T11:38:42Z,53,"Moin Frau Wagenknecht ,machen Sie bitte eine eigene Partei auf , meine Stimme haben sie . Schönen Sonntag noch.",Before Founding
99,5Uqxb8n0rdU,@nikton.4990,2023-01-28T15:24:55Z,33,Nicht die Gefühle von Mumien verletzen! 😀 👍,Before Founding
100,4EPEp2q0bzY,@alienbrain7513,2023-02-09T19:27:39Z,65,"Ich sehe wie schwer das ist, ihre Sichtweise die auch meine ist, gegenüber den Anderen, den US-Propaganda getränkten Meinungen überhaupt zu Gehör zu bringen. Danke das sie das machen damit der ein oder andere die Chance hat das zu hören und vielleicht drüber nach zu denken.",Before Founding
101,4EPEp2q0bzY,@DerExSoldat,2023-10-20T22:46:34Z,105,"Klasse Frau, wenn den anderen die Argumente ausgehen, fangen sie an zu unterbrechen. Gerade die sollten mal an die Front",Before Founding
102,4EPEp2q0bzY,@martinablock5996,2023-02-10T08:48:40Z,200,"Frau Wagenknecht, ich wünsche Ihnen viel Kraft und starke Nerven! Sie sind so wichtig für mich.",Before Founding
103,4EPEp2q0bzY,@Counterfire21,2024-02-04T03:09:46Z,127,"ich gebe ihr Recht 
Wir müssen auf Experten hören und nicht auf irgendwelche Moderatoren oder Politiker",Before Founding
104,4EPEp2q0bzY,@8bitofit359,2023-02-09T11:47:08Z,1465,Stark wie sie einfach weiter redet obwohl die Gesprächspartner permanent versuchen sie zu unterbrechen. Erwachsene soll man ausreden lassen. Das müssen die Kinder vom ÖRR und grün noch lernen.,Before Founding
105,4EPEp2q0bzY,@pikpik42,2023-02-09T11:44:47Z,393,"Eine der vernünftigsten Stimmen in der deutschen Politik und kaum Wahlstimmen bzw. Parteierfolg.
Vielen Dank Frau Wagenknecht für ihre Arbeit und ihre Mühe. Ich übertreibe nicht, wenn ich der Meinung bin, dass Sie aktuell eine historische Rolle in dieser Zeit einnehmen. Viele sind sehr dankbar und froh über Ihre Arbeit.",Before Founding
106,4EPEp2q0bzY,@lanmarrythenight4234,2023-02-09T11:45:02Z,1135,"Frau Wagenknecht, die Fragen von Frau Maischberger zum Ende der Sendung waren wirklich unpassend, aber sie sprechen so vielen Deutschen Bürgern aus dem Herzen, wenn Sie eine Partei Gründen, haben Sie meine Stimme sicher!!",Before Founding
107,4EPEp2q0bzY,@Marcel-kl7lb,2024-06-08T12:07:23Z,53,Super Frau Wagenknecht ihre Partei hat meine Stimme. Es muss sich was ändern in Deutschland und Europa.,Before Founding
108,4EPEp2q0bzY,@raggaman3361,2023-02-09T15:07:08Z,257,"""Ja und?"" kommt von der Seite. Genau das ist es, was zwar erst mal nur naiv/primitiv/dümmlich wirkt...aber unfassbar gefährlich sein kann.",Before Founding
109,4EPEp2q0bzY,@nicowagner2427,2023-02-25T19:36:49Z,894,"""Lieber 100 Stunden umsonst verhandeln, als eine Minute schießen"" - Helmut Schmidt",Before Founding
110,4EPEp2q0bzY,@Kulkaela,2023-02-09T15:42:52Z,733,"Wir stehen hinter Ihnen, Sie vertreten den gesunden Menschenverstand und das natürliche Menschsein!",Before Founding
111,4EPEp2q0bzY,@SandraSandra-e7h,2025-05-23T11:59:53Z,3,"Wer den Frieden hütet, bewahrt einen teuren Schatz.
Danke Frau Sahra Wagenknecht",Before Founding
112,4EPEp2q0bzY,@nabla2898,2023-02-09T13:43:35Z,767,"Wie der FDP Kasper ständig versucht hat, Ihnen ins Wort zu fallen, war schon zum Fremdschämen. Ich finde, Sie haben den Typen ganz gut an die Wand gespielt. Mehr als die üblichen Phrasen hatte der nämlich meines Achtens nach nicht zu bieten.",Before Founding
113,4EPEp2q0bzY,@franka5081,2023-02-09T12:15:12Z,65,"Ich weiß es ist schwer aber bitte bitte gründen Sie eine Partei! Und dann nehmen sie Herrn Carsten Stahl dazu. Er mag sich nicht immer so gut wie Sie ausdrücken können aber er hat das Herz und die Kraft, die Sie an Ihrer Seite brauchen! Unsere Stimme und die unseres gesamten Vereins haben Sie! Wir sind über 400Leute und wir haben alle die Schnauze voll!!!",Before Founding
114,4EPEp2q0bzY,@galffingeroleg1154,2023-02-09T11:40:47Z,26,Schreckliche niemand wollte das Krieg beenden weil ich hab so ein gefühl emand profitiert von diesem Krieg,Before Founding
115,4EPEp2q0bzY,@alexbleas6871,2024-03-03T23:21:37Z,3,"Kein Krieg, sehe das genauso 👍",Before Founding
116,4EPEp2q0bzY,@patrickwaller5875,2023-02-09T14:33:45Z,186,"Die Antwort von ihm
Na und!?!
Genau das ist der Regierunsstiel in diesem besten Deutschland aller Zeiten",Before Founding
117,4EPEp2q0bzY,@delta1396,2023-02-13T11:24:42Z,257,"Ich hab noch nie was von Frau Wagenknecht gehört, bei dem ich anderer Meinung war. Die Frau ist einfach hundert Prozent ehrlich und vertritt mit ihrer Haltung, exakt, was ich denke und fühle. Danke, dass es dich gibt!!!",Before Founding
118,4EPEp2q0bzY,@Coco-sz1xg,2023-02-10T12:21:47Z,52,Ich hoffe es wird bald zu Verhandlungen kommen. Alles andere macht Angst 🙏,Before Founding
119,4EPEp2q0bzY,@Emojistrory,2024-02-18T20:44:19Z,2,Gott segne uns alle ❤❤❤,Before Founding
120,kyUaDbVjMr0,@andreashahn1721,2021-11-19T07:30:02Z,569,"Vielen Dank Frau Wagenknecht, bin zwar politisch nicht links, aber mein Respekt haben sie, für den Mut in diesen Zeiten die Wahrheit zu sagen",Before Founding
121,kyUaDbVjMr0,@seemax7956,2021-11-19T07:22:26Z,7385,Um Loriot zu zitieren „In Krisenzeiten suchen Intelligente nach Lösungen. Idioten nach Schuldigen“. Danke Frau Wagenknecht für Ihre Beiträge und Respekt für Ihre Haltung und Ihren Mut!,Before Founding
